Title,Director,Cast,Year,Genre,combo
pink,Aniruddha Roy Chowdhury,bedi pannu bachchan tariang kulhari andrea angad taapsee kirti amitabh,2016,drama,bedi pannu bachchan tariang kulhari andrea angad taapsee kirti amitabh drama
parched,Leena Yadav,apte tannishtha chawla surveen chatterjee radhika sayani gupta,2016,drama,apte tannishtha chawla surveen chatterjee radhika sayani gupta drama
banjo,Ravi Jadhav,dharmesh deshmukh yelande riteish fakhri nargis,2016,drama comedy,dharmesh deshmukh yelande riteish fakhri nargis drama comedy
days of tafree,Krishnadev Yagnik,soni nimisha yash mehta,2016,comedy,soni nimisha yash mehta comedy
wah taj,Ajit Sinha,rajeev manjari sharma rajesh shreyas hemant verma phadnis pandey talpade,2016,satirical,rajeev manjari sharma rajesh shreyas hemant verma phadnis pandey talpade satirical
m.s. dhoni: the untold story,Neeraj Pandey,anupam kiara advani sushant herry tangri patani chawla disha bhumika kher singh rajput,2016,sport biopic,anupam kiara advani sushant herry tangri patani chawla disha bhumika kher singh rajput sport biopic
mirzya,Rakeysh Omprakash Mehra,kapoor art puri raina harshvardhan saiyami k malik kher om,2016,drama romance,kapoor art puri raina harshvardhan saiyami k malik kher om drama romance
msg: the warrior lion heart,"Gurmeet Ram Rahim Singh, Honeypreet Insan",kainaat insan gurmeet bhushan rajesh rahim charapreet sukhottam ram garima singh honeypreet ashok,2016,adventure drama,kainaat insan gurmeet bhushan rajesh rahim charapreet sukhottam ram garima singh honeypreet ashok adventure drama
tutak tutak tutiya,A. L. Vijay,deva prabhu sood sonu tamannaah,2016,comedy supernatural,deva prabhu sood sonu tamannaah comedy supernatural
anna ,Shashank Udapurkar,mukerji rajit namdeo kishor udapurkar shashank kapur sharat tanishaa saxena kadam govind,2016,biographical,mukerji rajit namdeo kishor udapurkar shashank kapur sharat tanishaa saxena kadam govind biographical
motu patlu: king of kings,Suhas D. Kadavand,saurav omi chakraborty sharma,2016,animation adventure action comedy,saurav omi chakraborty sharma animation adventure action comedy
beiimaan love,Rajeev Chaudhary,daniel weber sunny rajneesh leone duggal,2016,thriller,daniel weber sunny rajneesh leone duggal thriller
saat uchakkey,Sanjeev Sharma,annu kapoor anupam manoj sharma bajpayee menon kay vijay aditi kher raaz,2016,comedy,annu kapoor anupam manoj sharma bajpayee menon kay vijay aditi kher raaz comedy
fuddu,Sunil Subramani,kapoor gauhar khan monali joshi sunny sharma a swati leone kumar pawan anurag sharman basu,2016,drama,kapoor gauhar khan monali joshi sunny sharma a swati leone kumar pawan anurag sharman basu drama
aakhir kab tak,Mithilesh Avinash,vinay manisha singh rana,2016,social drama,vinay manisha singh rana social drama
ek tera saath,Arshad Siddiqui,aprajita mahajan nazareth gargi dudani pradhan rana vishwajeet patel anubhav sharad melanie dhir hritu malhotra deepraj,2016,supernatural thriller,aprajita mahajan nazareth gargi dudani pradhan rana vishwajeet patel anubhav sharad melanie dhir hritu malhotra deepraj supernatural thriller
umrika,Prashant Nair,adil bisht babbar suraj tony sharma nidhi revolori hussain prateik,2016,drama,adil bisht babbar suraj tony sharma nidhi revolori hussain prateik drama
31st october,Shivaji Lotan Patil,khan soha ali vir da,2016,drama thriller,khan soha ali vir da drama thriller
shivaay,Ajay Devgn,jabbz farooqi ali vir kaar ajay sayyeshaa da thaangjam bijou kazmi devgn erika,2016,action drama,jabbz farooqi ali vir kaar ajay sayyeshaa da thaangjam bijou kazmi devgn erika action drama
ae dil hai mushkil,Karan Johar,kapoor khan imran lisa haydon rai abbas anushka ranbir aishwarya sharma fawad,2016,drama romance,kapoor khan imran lisa haydon rai abbas anushka ranbir aishwarya sharma fawad drama romance
chaar sahibzaade: rise of banda singh bahadur,Harry Baweja,baweja harman,2016,animation action drama,baweja harman animation action drama
dongri ka raja,Hadi Ali Abrar,mahajani suvarna sachin sinha ashmit sunny ronit leone patel gashmeer reecha roy,2016,action thriller,mahajani suvarna sachin sinha ashmit sunny ronit leone patel gashmeer reecha roy action thriller
ishq junoon,Sanjay Sharma,rajbeer rangshahi divya aryan akshay raj singh,2016,erotic romantic,rajbeer rangshahi divya aryan akshay raj singh erotic romantic
rock on 2,Sujaat Saudagar,kapoor purab rampal kohli goswami shashank arjun shahana arora shraddha farhan desai akhtar prachi,2016,drama,kapoor purab rampal kohli goswami shashank arjun shahana arora shraddha farhan desai akhtar prachi drama
tum bin 2,Anubhav Sinha,neha sharma aashim aditya gulati seal,2016,romance,neha sharma aashim aditya gulati seal romance
force 2,Abhinay Deo,bhasin sinha sonakshi raj abraham john tahir,2016,action,bhasin sinha sonakshi raj abraham john tahir action
dear zindagi,Gauri Shinde,kapoor rukh khan shah bhatt dubey ira alia kunal,2016,drama,kapoor rukh khan shah bhatt dubey ira alia kunal drama
saansein,Rajiv S. Ruia,bhadoria sonarika hiten amir ruia sachi vishal rajneesh dalvi tejwani duggal neetha shetty malhotra,2016,horror romantic,bhadoria sonarika hiten amir ruia sachi vishal rajneesh dalvi tejwani duggal neetha shetty malhotra horror romantic
moh maya money,Munish Bharadwaj,mehra ranvir bhatt neha ashwat vidhushi dhupia shorey,2016,crime drama,mehra ranvir bhatt neha ashwat vidhushi dhupia shorey crime drama
kahaani 2,Sujoy Ghosh,balan rampal jugal vidya arjun hansraj,2016,thriller,balan rampal jugal vidya arjun hansraj thriller
befikre,Aditya Chopra,kapoor singh ranveer vaani,2016,romance,kapoor singh ranveer vaani romance
wajah tum ho,Vishal Pandya,khan joshi choudhary sana gurmeet sharman,2016,drama romance,khan joshi choudhary sana gurmeet sharman drama romance
dangal,Nitesh Tiwari,zaira khan sakshi tanwar sanya fatima sana shaikh aamir malhotra wasim,2016,biopic,zaira khan sakshi tanwar sanya fatima sana shaikh aamir malhotra wasim biopic
haraamkhor,Shlok Sharma,shweta nawazuddin siddiqui tripathi,2017,crime comedy,shweta nawazuddin siddiqui tripathi crime comedy
ok jaanu,Shaad Ali,kapoor aditya kapur shraddha roy,2017,drama romance,kapoor aditya kapur shraddha roy drama romance
coffee with d,Vishal Mishra,sunil zakir hussain grover,2017,crime comedy,sunil zakir hussain grover crime comedy
kaabil,Sanjay Gupta,roshan hrithik yami gautam,2017,action thriller,roshan hrithik yami gautam action thriller
raees,Rahul Dholakia,rukh nawazuddin shah khan siddiqui mahira,2017,crime action,rukh nawazuddin shah khan siddiqui mahira crime action
jolly llb 2,Subhash Kapoor,saurabh huma kumar qureshi akshay shukla,2017,drama,saurabh huma kumar qureshi akshay shukla drama
hind ka napak ko jawab: msg lion heart 2,Gurmeet Ram Rahim Singh & Honeypreet Insan,insan gurmeet rahim ram singh honeypreet,2017,action drama,insan gurmeet rahim ram singh honeypreet action drama
runningshaadi.com,Amit Roy,arsh pannu sadh taapsee amit bajwa,2017,comedy,arsh pannu sadh taapsee amit bajwa comedy
the ghazi attack,Sankalp Reddy,pannu daggubati rana menon kay taapsee kulkarni atul,2017,action,pannu daggubati rana menon kay taapsee kulkarni atul action
irada,Aparnaa Singh,shah divya kelkar naseeruddin warsi sharad dutta arshad,2017,drama thriller,shah divya kelkar naseeruddin warsi sharad dutta arshad drama thriller
chauhar,Raghubeer Singh,richa kashyap dixit vivek jha singh amit,2017,romance,richa kashyap dixit vivek jha singh amit romance
rangoon,Vishal Bhardwaj,shahid kapoor khan ali ranaut saif kangana,2017,drama war,shahid kapoor khan ali ranaut saif kangana drama war
wedding anniversary,Shekhar S Jha,mahie marathe patekar nana chatterjee shruti gill priyanshu,2017,romance thriller,mahie marathe patekar nana chatterjee shruti gill priyanshu romance thriller
mona darling,Shashi Sudigala,divya anshuman menon mukherjee suri sanjay jha suzanna,2017,thriller,divya anshuman menon mukherjee suri sanjay jha suzanna thriller
commando 2,Deven Bhojani,esha gupta sharma vidyut jammwal adah,2017,action,esha gupta sharma vidyut jammwal adah action
jeena isi ka naam hai,Keshhav Panneriy,khan arbaaz ashutosh kohli rana himansh,2017,drama romance,khan arbaaz ashutosh kohli rana himansh drama romance
badrinath ki dulhania,Shashank Khaitan,varun dhawan alia bhatt,2017,comedy romance,varun dhawan alia bhatt comedy romance
aa gaya hero,Dipankar Senapati,murali ashutosh sharma rana govinda,2017,action comedy,murali ashutosh sharma rana govinda action comedy
trapped,Vikramaditya Motwane,rajkummar khushboo upadhyay rao thapa geetanjali,2017,thriller,rajkummar khushboo upadhyay rao thapa geetanjali thriller
machine,Abbas-Mustan,kiara mustafa burmawalla advani,2017,romance thriller,kiara mustafa burmawalla advani romance thriller
phillauri,Anshai Lal,diljit dosanjh suraj anushka pirzada sharma mehreen,2017,comedy romance,diljit dosanjh suraj anushka pirzada sharma mehreen comedy romance
bhanwarey,Shaurya Singh,priyanka jashan shaurya shukla thakur karan singh,2017,comedy,priyanka jashan shaurya shukla thakur karan singh comedy
anaarkali of aarah,Avinash Das,bhaskar swara,2017,drama,bhaskar swara drama
naam shabana,Shivam Nair,pannu sukumaran kumar prithviraj taapsee akshay,2017,action thriller,pannu sukumaran kumar prithviraj taapsee akshay action thriller
poorna: courage has no limit,Rahul Bose,inamdar shah rahul heeba aditi bose,2017,adventure,inamdar shah rahul heeba aditi bose adventure
laali ki shaadi mein laaddoo deewana,Manish Harishankar,haasan shah choudhary gurmeet verma akshara vivaan kavita,2017,drama comedy,haasan shah choudhary gurmeet verma akshara vivaan kavita drama comedy
mirza juuliet,Rajesh Ram Singh,darshan chandan bajpai kumar pia sanyal roy,2017,drama comedy,darshan chandan bajpai kumar pia sanyal roy drama comedy
mukti bhawan,Shubhashish Bhutiani,adil lalit behl navnindra hussain,2017,drama,adil lalit behl navnindra hussain drama
saanjh,Ajay Saklani,vishal sharma charak aditi parpagga rupeshwari,2017,drama,vishal sharma charak aditi parpagga rupeshwari drama
begum jaan,Srijit Mukherji,balan gauhar khan arun chunky vidya nijhawan pandey ila sumit,2017,period drama,balan gauhar khan arun chunky vidya nijhawan pandey ila sumit period drama
romeo-n-bullet,Aditya Kumar,baisla mohit bhatia verma vije kumar rishi raj,2017,romance,baisla mohit bhatia verma vije kumar rishi raj romance
noor,Sunhil Sippy,manish purab sinha sonakshi kohli chaudhary,2017,drama comedy,manish purab sinha sonakshi kohli chaudhary drama comedy
ek thi rani aisi bhi,Gulbahar Singh,vinod malini sachin khanna hema khedekar,2017,biopic,vinod malini sachin khanna hema khedekar biopic
maatr,Ashtar Sayed,raveena tandon,2017,drama thriller,raveena tandon drama thriller
ajab singh ki gajab kahani,Rishi Prakash Mishra,yashpal sharma kumar rajesh ajay jais singh,2017,drama thriller,yashpal sharma kumar rajesh ajay jais singh drama thriller
mantostaan,Rahat Kazmi,sehgal sonal yadav virendra raghubir saxena,2017,anthology drama,sehgal sonal yadav virendra raghubir saxena anthology drama
meri pyaari bindu,Akshay Roy,ayushmann parineeti khurrana chopra,2017,romance,ayushmann parineeti khurrana chopra romance
sarkar 3,Ram Gopal Varma,shroff jackie bachchan sadh gautam amitabh yami amit,2017,crime political thriller,shroff jackie bachchan sadh gautam amitabh yami amit crime political thriller
half girlfriend,Mohit Suri,kapoor shraddha arjun,2017,drama romance,kapoor shraddha arjun drama romance
jattu engineer,"Gurmeet Ram Rahim Singh, Honeypreet Insan",insan gurmeet rahim sukhottam ram singh,2017,comedy,insan gurmeet rahim sukhottam ram singh comedy
hindi medium,Saket Chaudhary,saba khan qamar irrfan,2017,drama comedy,saba khan qamar irrfan drama comedy
chakallaspur,Rajnish Jaiswal,mahanta manas mukesh urmilaa,2017,drama romance,mahanta manas mukesh urmilaa drama romance
sachin: a billion dreams,James Erskine,tendulkar sachin,2017,biopic,tendulkar sachin biopic
thodi thodi si manmaaniyan,Aditya Sarpotdar,sehrawat arsh shrenu parikh shilpa tulaskar tiwari mukesh,2017,romance,sehrawat arsh shrenu parikh shilpa tulaskar tiwari mukesh romance
a death in the gunj,Konkona Sen Sharma,devaiah ranvir massey koechlin shome puri kalki jim tillotama sharma mitra om tanuja vikrant gulshan arya sarbh shorey,2017,crime drama,devaiah ranvir massey koechlin shome puri kalki jim tillotama sharma mitra om tanuja vikrant gulshan arya sarbh shorey crime drama
hanuman: da' damdaar,Ruchi Narain,khan tandon khemu salman raveena kunal,2017,animation,khan tandon khemu salman raveena kunal animation
sweetiee weds nri,Hasnain Hyderabadwala,darshan kohli afroz jariwala zoya himansh,2017,comedy romance,darshan kohli afroz jariwala zoya himansh comedy romance
dobaara: see your evil,Prawaal Raman,qureshi huma saleem saqib,2017,horror,qureshi huma saleem saqib horror
flat 211,Sunil Sanjan,singh raj jayesh sonal,2017,mystery suspense,singh raj jayesh sonal mystery suspense
dear maya,Sunaina Bhatnagar,manisha koirala,2017,drama thriller,manisha koirala drama thriller
raabta,Dinesh Vijan,sushant jim singh sarbh sanon kriti rajput,2017,romance thriller,sushant jim singh sarbh sanon kriti rajput romance thriller
behen hogi teri,Ajay K Pannalal,rajkummar haasan shruti rao,2017,comedy romance,rajkummar haasan shruti rao comedy romance
bachche kachche sachche,Ravi Sadasiv,vidyarthi ashish ekta tiwari singh mukesh,2017,child drama,vidyarthi ashish ekta tiwari singh mukesh child drama
love you family,Sachindra Sharma,kapoor khan aksha pardasany salman shakti yusuff,2017,drama,kapoor khan aksha pardasany salman shakti yusuff drama
g kutta se,Rahul Dahiya,neha rajbeer singh chauhan,2017,drama,neha rajbeer singh chauhan drama
bank chor,Bumpy,chakraborty rhea deshmukh vivek oberoi riteish,2017,comedy thriller,chakraborty rhea deshmukh vivek oberoi riteish comedy thriller
tubelight,Kabir Khan,khan sohail zhu salman,2017,action drama,khan sohail zhu salman action drama
ek haseena thi ek deewana tha,Suneel Darshan,darshan shiv upen fernandez patel natasha,2017,romance,darshan shiv upen fernandez patel natasha romance
mom,Ravi Udyawar,sajal nawazuddin ali siddiqui khanna sridevi akshaye,2017,drama thriller,sajal nawazuddin ali siddiqui khanna sridevi akshaye drama thriller
guest iin london,Ashwni Dhir,kharbanda aaryan paresh azmi kartik tanvi kriti rawal,2017,comedy,kharbanda aaryan paresh azmi kartik tanvi kriti rawal comedy
jagga jasoos,Anurag Basu,kapoor katrina ranbir kaif,2017,romance comedy,kapoor katrina ranbir kaif romance comedy
shab,Onir,gaurav nanda tandon bisht arpita simon ashish frenay suri sanjay raveena raj pal,2017,drama,gaurav nanda tandon bisht arpita simon ashish frenay suri sanjay raveena raj pal drama
lipstick under my burkha,Alankrita Shrivastava,shah konkona aahana sharma ratna sen pathak kumra,2017,sex drama,shah konkona aahana sharma ratna sen pathak kumra sex drama
munna michael,Sabbir Khan,shroff nawazuddin siddiqui tiger agerwal nidhhi,2017,action romance,shroff nawazuddin siddiqui tiger agerwal nidhhi action romance
raag desh : birth of a nation,Tigmanshu Dhulia,kapoor mohit sadh marwah kunal amit,2017,action period drama,kapoor mohit sadh marwah kunal amit action period drama
indu sarkar,Madhur Bhandarkar,vinod sheeba anupam chaddha parvin neil chowdhury kulhari nitin supriya kirti tota kher daba roy mukesh,2017,drama,vinod sheeba anupam chaddha parvin neil chowdhury kulhari nitin supriya kirti tota kher daba roy mukesh drama
mubarakan,Anees Bazmee,kapoor d neha sharma arjun anil cruz ileana shetty athiya,2017,romance comedy,kapoor d neha sharma arjun anil cruz ileana shetty athiya romance comedy
gurgaon,Shanker Raman,shalini ragini aamir sunderrajan khanna bashir tripathi oberoi vatsa srinivas akshay pankaj,2017,neo noir,shalini ragini aamir sunderrajan khanna bashir tripathi oberoi vatsa srinivas akshay pankaj neo noir
jab harry met sejal,Imtiaz Ali,rukh khan shah chandan anushka sharma sanyal roy evelyn,2017,romance,rukh khan shah chandan anushka sharma sanyal roy evelyn romance
toilet: ek prem katha,Shree Narayan Singh,khan anupam divyendu bhumi sana sharma kumar pednekar kher akshay,2017,drama comedy,khan anupam divyendu bhumi sana sharma kumar pednekar kher akshay drama comedy
yeh hai india,Lom Harsh,mohan joshi agashe uppal gavie deana chahal,2017,patriotic drama,mohan joshi agashe uppal gavie deana chahal patriotic drama
partition: 1947,Gurinder Chadha,manish huma gambon bonneville michael anderson hugh dayal qureshi gillian,2017,drama,manish huma gambon bonneville michael anderson hugh dayal qureshi gillian drama
bareilly ki barfi,Ashwini Iyer Tiwari,rajkummar kriti rao ayushmann sanon khurrana,2017,romance comedy,rajkummar kriti rao ayushmann sanon khurrana romance comedy
a gentleman,Raj and D.K.,darshan jacqueline suniel fernandez sidharth kumar shetty malhotra,2017,action romance,darshan jacqueline suniel fernandez sidharth kumar shetty malhotra action romance
babumoshai bandookbaaz,Kushan Nandy,shivhare nawazuddin bidita murali sachin chaubey divya siddiqui goswami bhagwan sharma da george anil tiwari shraddha dutta jatin bag jeetu,2017,action,shivhare nawazuddin bidita murali sachin chaubey divya siddiqui goswami bhagwan sharma da george anil tiwari shraddha dutta jatin bag jeetu action
yadvi �?? the dignified princess,Jyoti Singh,vibhu raghave marwaha rahul namya reshaa vyas godara sabarawal pandit jyoti mini ashwarya nikkitasha chandrachur saxena singh charu,2017,drama,vibhu raghave marwaha rahul namya reshaa vyas godara sabarawal pandit jyoti mini ashwarya nikkitasha chandrachur saxena singh charu drama
qaidi band,Habib Faisal,sachin aadar jain parvinder prince anya singh,2017,musical drama,sachin aadar jain parvinder prince anya singh musical drama
baadshaho,Milan Lutharia,emraan d appearance guest gupta leone vidyut cruz devgn kale esha ajay in jammwal sharad sunny hashmi sanjay ravi kelkar song ileana mishra,2017,crime action thriller,emraan d appearance guest gupta leone vidyut cruz devgn kale esha ajay in jammwal sharad sunny hashmi sanjay ravi kelkar song ileana mishra crime action thriller
shubh mangal savdhan,R.S. Prasanna,kala anshul bhumi bajaj shubhankar chauhan ayushmann pednekar brijendra anmol tripathi khurrana,2017,drama comedy,kala anshul bhumi bajaj shubhankar chauhan ayushmann pednekar brijendra anmol tripathi khurrana drama comedy
poster boys,Shreyas Talpade,special bharati appearance talpade sonali rai deol avrram bhatnagar samiksha in prabhavalkar elli kulkarni achrekar bobby sunny randheer a shreyas dilip song,2017,comedy,special bharati appearance talpade sonali rai deol avrram bhatnagar samiksha in prabhavalkar elli kulkarni achrekar bobby sunny randheer a shreyas dilip song comedy
daddy,Ashim Ahluwalia,shringarpure yadav deepak aishwarya ingale abhimanyu wandekar shruti goenka rampal anupriya anand damle arjun kamat raj bapna arun nishikant usha vijay purnanand naik rajesh sanap shrikant,2017,crime drama,shringarpure yadav deepak aishwarya ingale abhimanyu wandekar shruti goenka rampal anupriya anand damle arjun kamat raj bapna arun nishikant usha vijay purnanand naik rajesh sanap shrikant crime drama
simran,Hansal Mehta,sohum shah hiten kishori ranaut kumar rupinder nagra kangana shahane,2017,drama,sohum shah hiten kishori ranaut kumar rupinder nagra kangana shahane drama
lucknow central,Ranjit Tiwari,deepak gippy sharma diana grewal ronit rajesh dobriyal farhan inaamulhaq penty roy akhtar,2017,drama,deepak gippy sharma diana grewal ronit rajesh dobriyal farhan inaamulhaq penty roy akhtar drama
patel ki punjabi shaadi,Sanjay Chhel,kapoor prem achrekar seth talsania ghosh divya vir shilpa paresh payal da bharati tiku shinde chopra rishi jinal rawal belani,2017,drama comedy,kapoor prem achrekar seth talsania ghosh divya vir shilpa paresh payal da bharati tiku shinde chopra rishi jinal rawal belani drama comedy
newton,Amit Masurkar,rajkummar patil yadav anjali rao tripathi raghuvir pankaj,2017,dark comedy,rajkummar patil yadav anjali rao tripathi raghuvir pankaj dark comedy
bhoomi,Omung Kumar,gupta rao dutt hydari sanjay aditi sidhant,2017,action drama,gupta rao dutt hydari sanjay aditi sidhant action drama
the final exit,Dhwanil Mehta,malhotra kazan kunaal elena reyhna scarlett kapur wilson archana roy shastry,2017,horror,malhotra kazan kunaal elena reyhna scarlett kapur wilson archana roy shastry horror
jd,Shailendra Pandey,pratap bisht arvind lalit vedita gaur verma namdev singh govind aman,2017,drama thriller,pratap bisht arvind lalit vedita gaur verma namdev singh govind aman drama thriller
haseena parkar,Apoorva Lakhia,kapoor siddhanth satendra joshi tailang ankur rajesh bhatia shraddha sharman bagasi,2017,biographic,kapoor siddhanth satendra joshi tailang ankur rajesh bhatia shraddha sharman bagasi biographic
judwaa 2,David Dhawan,khan yadav ali lever rajpal rawail salman malhotra pannu asgar rajat kher varun singh upasana vikas anupam vivan dhawan bhatena taapsee johnny khedekar jacqueline sachin fernandez verma cameo pavan,2017,action comedy,khan yadav ali lever rajpal rawail salman malhotra pannu asgar rajat kher varun singh upasana vikas anupam vivan dhawan bhatena taapsee johnny khedekar jacqueline sachin fernandez verma cameo pavan action comedy
deepak,Milind Dhaimade,barun malhotra sobti vishal,2017,comedy romantic,barun malhotra sobti vishal comedy romantic
chef,Raja Krishna Menon,khan karthik dhanish ali saif padmapriya janakiraman,2017,comedy,khan karthik dhanish ali saif padmapriya janakiraman comedy
babu ji ek ticket bambai,Arvind Tripathi,yadav sudha sharma gunaji bharati rajpal milind chandran,2017,social drama,yadav sudha sharma gunaji bharati rajpal milind chandran social drama
mein terrorist nahi hoon,Arjin Uppal,dev maembong jalal farida rahul grover afiq chacha gulshan muiz,2017,action,dev maembong jalal farida rahul grover afiq chacha gulshan muiz action
ranchi diaries,Sattwik Mohanty,sheirgill shah kohli taaha jimmy himansh,2017,drama thriller,sheirgill shah kohli taaha jimmy himansh drama thriller
secret superstar,Advait Chandan,zaira khan meher vij aamir wasim,2017,musical drama,zaira khan meher vij aamir wasim musical drama
golmaal again,Rohit Shetty,prakash tusshar talpade kapoor tabu neil and chopra raj devgn khemu nitin ajay rohit kadudeshmukh shreyas parineeti warsi kunal arshad mukesh,2017,comedy,prakash tusshar talpade kapoor tabu neil and chopra raj devgn khemu nitin ajay rohit kadudeshmukh shreyas parineeti warsi kunal arshad mukesh comedy
jia aur jia,Howard Rosemeyer,chaddha kalki richa koechlin,2017,road film,chaddha kalki richa koechlin road film
rukh,Atanu Mukherjee,gourav manoj bajpayee smita kumud adarsh mishra tambe,2017,drama,gourav manoj bajpayee smita kumud adarsh mishra tambe drama
ittefaq,Abhay Chopra,sinha sonakshi sidharth khanna malhotra akshaye,2017,thriller,sinha sonakshi sidharth khanna malhotra akshaye thriller
the house next door,Milind Rau,jeremiah andrea siddharth kulkarni atul,2017,horror,jeremiah andrea siddharth kulkarni atul horror
ribbon,Rakhee Sandilya,malhan koechlin sumeet kalki vyas hitesh,2017,drama,malhan koechlin sumeet kalki vyas hitesh drama
shaadi mein zaroor aana,Ratnaa Sinha,rajkummar kharbanda kriti rao,2017,drama romance,rajkummar kharbanda kriti rao drama romance
qarib qarib singlle,Tanuja Chandra,kala khan brijendra irrfan parvathy,2017,comedy romance,kala khan brijendra irrfan parvathy comedy romance
the window,VK Choudhary,preeti sharma kumar vashisth teena singh amit,2017,suspense thriller,preeti sharma kumar vashisth teena singh amit suspense thriller
aksar 2,Ananth Narayan Mahadevan,khan madaan rode zareen mohit gautam abhinav shukla,2017,thriller,khan madaan rode zareen mohit gautam abhinav shukla thriller
panchlait,Prem Prakash Modi,yashpal amitosh sharma anuradha mukherjee nagpal,2017,comedy romantic,yashpal amitosh sharma anuradha mukherjee nagpal comedy romantic
tumhari sulu,Ruchi Chaudhari,balan vidya kaul manav,2017,social comedy,balan vidya kaul manav social comedy
dil jo na keh saka,Naresh Lalwani,himansh kohli banerjee priya,2017,drama romantic,himansh kohli banerjee priya drama romantic
julie 2,Deepak Shivdasani,raai aditya ravi srivastava laxmi kishan,2017,erotic thriller,raai aditya ravi srivastava laxmi kishan erotic thriller
ajji,Devashish Makhija,pandey deshpande sushma sudhir,2017,drama,pandey deshpande sushma sudhir drama
kadvi hawa,Nila Madhab Panda,ranvir shome tillotama bupesh singh ekta sanjay sawant mishra shorey,2017,disaster drama,ranvir shome tillotama bupesh singh ekta sanjay sawant mishra shorey disaster drama
saankal,Dedipya Joshii,tanima harish bhattacharya sharma hariaudh chetan,2017,drama,tanima harish bhattacharya sharma hariaudh chetan drama
tera intezaar,Raajeev Waalia,khan arbaaz sunny leone,2017,romantic thriller,khan arbaaz sunny leone romantic thriller
firangi,Rajiv Dhingra,sonnenblick sharma kapil edward badola varun,2017,comedy,sonnenblick sharma kapil edward badola varun comedy
fukrey returns,Mrighdeep Singh Lamba,anand pulkit samrat sharma varun priya,2017,comedy,anand pulkit samrat sharma varun priya comedy
game over,Paresh Vinodray Savani,gurleen yashpal sharma rajesh chopra,2017,suspense thriller,gurleen yashpal sharma rajesh chopra suspense thriller
sallu ki shaadi,Mohammad Israr Ansari,kiran arshin anand kumar kshayp and asrani sandeep zeenat aman,2017,drama comedy,kiran arshin anand kumar kshayp and asrani sandeep zeenat aman drama comedy
monsoon shootout,Amit Kumar,nawazuddin siddiqui tannishtha chatterjee vijay varma,2017,crime thriller,nawazuddin siddiqui tannishtha chatterjee vijay varma crime thriller
tiger zinda hai,Ali Abbas Zafar,salman khan katrina  kaif,2017,action drama,salman khan katrina  kaif action drama
1921,Vikram Bhatt,Zarine KhanKaran KundraTobby HinstonSonia Armstrong,2018,Horror,Zarine KhanKaran KundraTobby HinstonSonia Armstrong Horror
kaalakaandi,Akshat Verma,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh,2018,Dark comedy,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh Dark comedy
mukkabaaz,Anurag Kashyap,Vineet  Kumar  Singh Zoya  Hussain Ravi  Kishan Jimmy  Sheirgill,2018,Drama,Vineet  Kumar  Singh Zoya  Hussain Ravi  Kishan Jimmy  Sheirgill Drama
my birthday song,Samir Soni,Sanjay  Suri Nora  Fatehi Pitobash,2018,Psychological Thriller,Sanjay  Suri Nora  Fatehi Pitobash Psychological Thriller
vodka diaries,Kushal Srivastava,Kay  Kay  Menon Mandira  Bedi Raima  Sen Sharib  Hashmi,2018,Suspense Thriller,Kay  Kay  Menon Mandira  Bedi Raima  Sen Sharib  Hashmi Suspense Thriller
nirdosh,Pradeep Rangwani,Arbaaz  Khan Manjari  Fadnis Ashmit  Patel Mukul  Dev Mahek  Chahal,2018,Thriller,Arbaaz  Khan Manjari  Fadnis Ashmit  Patel Mukul  Dev Mahek  Chahal Thriller
union leader,Sanjay Patel (filmmaker),Rahul  Bhat Tillotama  Shome,2018,Drama,Rahul  Bhat Tillotama  Shome Drama
padmaavat,Sanjay Leela Bhansali,Deepika  Padukone Ranveer  Singh Shahid  Kapoor Aditi  Rao  Hydari,2018,Period drama,Deepika  Padukone Ranveer  Singh Shahid  Kapoor Aditi  Rao  Hydari Period drama
pad man,R. Balki,Akshay  Kumar Sonam  Kapoor Radhika  Apte,2018,Comedy Drama,Akshay  Kumar Sonam  Kapoor Radhika  Apte Comedy Drama
love per square foot,Anand Tiwari,Vicky  Kaushal Angira  Dhar Alankrita  Sahai Raghubir  Yadav,2018,Romantic Comedy,Vicky  Kaushal Angira  Dhar Alankrita  Sahai Raghubir  Yadav Romantic Comedy
aiyaary,Neeraj Pandey,Sidharth  Malhotra Manoj  Bajpayee Rakul  Preet  Singh Pooja  Chopra Anupam  Kher Naseeruddin  Shah,2018,Drama,Sidharth  Malhotra Manoj  Bajpayee Rakul  Preet  Singh Pooja  Chopra Anupam  Kher Naseeruddin  Shah Drama
kuchh bheege alfaaz,Onir,Zain  Khan  Durrani Geetanjali  Thapa,2018,Romance,Zain  Khan  Durrani Geetanjali  Thapa Romance
jaane kyun de yaaron,Akshay Anand,Raghu  Raja Abhishek  Sharma Kabir  Bedi Chetna  Pande Heena  Panchal Viju  Khote,2018,Drama,Raghu  Raja Abhishek  Sharma Kabir  Bedi Chetna  Pande Heena  Panchal Viju  Khote Drama
