Title,Director,Cast,Year,Genre
salma,Nazir,urmila ishwarlal majid anwari devi sitara yakub,1943,social
sanjog,Abdul Rashid Kardar,anwar charlie noor mohammed hussain mehtab,1943,unknown
sawaal,Niranjan,habib mumtaz prasad radharani ulhas agha badri niranjan shanti,1943,social
school master,Chimanlal Luhar,khanjar sushil yakbal kaushalya kumar rajkumari banerji maya dewan jeevan m karan shukla gope,1943,social
shahenshah akbar,G.R. Sethi,kapoor n husn bikram kumar leela mishra k r vanmala m banu singh roy gupte,1943,historical biopic drama
shankar parvati,Chaturbhuj Doshi,rewashankar kamala arun sulochana kumar narmada bhagwandas chatterjee rajinder singh mahipal brijmala shankar sadhana bose,1943,religious
sharafat,C. M. Trivedi,pahari puri rasool l s moti leela sanyal jagdish ghulam sethi agha desai,1943,social
shri ramanuja,Debaki Bose,kapoor chhaya chakraborty panchotia biman bikram bhattacharya mitra devi bannerji tulsi v hiralal dhiraj kamal,1943,devotional
tansen,Jayant Desai,kamla mubarak l nagendra k chatterji kesari saigal khurshid bhagwandas,1943,musical drama romance
taqdeer a.k.a. destiny,Mehboob Khan,mohan charlie maheshar shirazi noor ali mohammed jilloobai ansari chandra kayam motilal nargis laddan,1943,comedy romantic
tasveer,Najam Naqvi,yagnik khote nana azurie palsikar david navin motilal devaskar durga swarnalata,1943,social
vakil saheb,Mohan Sinha,kapoor khanjar mumtaz madhuri munshi prasad rajkumari begum trilok badri shahzadi shukla,1943,drama comedy
vijay lakshmi,G. S. Casshyap,bhudo shobhana advani bano samarth yashodhra katju leela mehar david motilal mishra gope,1943,social
vish kanya,Kidar Sharma,kapoor kamla prithviraj leela chatterjee amarnath surendra brijmala mishra sadhana bose,1943,costume fantasy
vishwas,Homi Wadia,kapoor nayampalli sulochana gulab chatterjee trilok himalayawala surendra mehtab,1943,unknown
wapas,Hemchandra Chunder,chakraborty asit nawab bhattacharya latika baran bharati devi tulsi indu mukerjee hiralal dhiraj,1943,social
watan farosh,Raja Yagnik,navinchandra khanjar munshi mansur pawar bhagwan leela da agha dalpat sardar,1943,action
zaban,Jayant Desai,kumtekar ishwarlal bhagwan dixit vatsala kaushalya,1943,drama
zameen,Anand Kumar,khursheed khote s nazir biswas david durga,1943,social
aaina,S. M. Yusuf,kapoor husn sulochana musharraf katju leela chatterjee trilok mirza kaushalya banu yashodhra mishra gope yakub,1944,social
anban,Niren Lahiri,nawaz jagirdar shah shobhana mubarak pahari samarth sanyal gajanan nargis,1944,social drama
bade nawab saheb,B. D. Vedi,mohan sushil pahari shanta kumar leela sanyal chandra bibbo patel ghory mishra pramila,1944,social
badi baat,Mazhar Khan,khan zarina mazhar gulab kumar ulhas madhusudan yakub swarnalata,1944,social
badmash,A. Karim,shantarin jehangir pawar kumar leela sadiq anil benjamin,1944,action
bahadur,Bhagwan,baburao bibijan gharpure shanta bhagwan samson patel pendharkar surekha,1944,action
bahar,M. Sadiq,nirmala prasad devi wasti badri mehtab,1944,social
bandukwali,K. Amarnath,prakash rekha pawar kumar mehar nazir romila anil s banu,1944,action
beda paar,Tara Harish,baburao sulochana bib?�jan chatterjee m fazlu dalpat pehalwan sandow nazira,1944,action
bhagya laxmi,Sarvottam Badami,prem adib apte shanta rajkumari moni vasanti jagdish chatterjee sethi agha shukla,1944,family drama
bhai,Krishna Dev Mehra,asha manorama raja satish sabir radharani zahur,1944,family drama
bhanvara,Kidar Sharma,kamla arun l kumar chatterjee k kesari monica saigal brijmala desai yakub,1944,comedy romance
bhartrahari,Chaturbhuj Doshi,arun mumtaz dave sulochana nagendra kumar kajjan chatterjee jehanara yashwant surendra shanti,1944,fantasy devotional
caravan,Aspi Irani,kamla arun sylvie st kumar clair chatterjee premlata kesari,1944,action
chal chal re navjavan,Gyan Mukherjee,motibai naseem h ashok yagnik kumar ghaznvi jagdish v sethi banu desai navin rafiq,1944,social
chand,D.D. Kashyap,prem balakram shashikala adib begum dutt singh devi sitara ram sapru guru para,1944,social
char aankhen,Sushil Majumdar,mahendra paul jairaj kishore chitnis leela p ashalata nand f peethawala,1944,social
dasi,Hiren Bose,ragini prakash pran najam khairati kalavati gyani om,1944,social
dil ki baat ,Pralhad Keshav Atre,ishwarlal mirajkar baburao khote leela dixit vanmala sheela mishra durga,1944,drama romantic
do or die a.k.a. zindagi ya maut,Harbans Singh,sheela baburao mirajkar samson,1944,action
dost,Shaukat Hussain Rizvi,kumtekar husn noor musharraf mirza banerjee maya himalayawala vatsala agha jehan banu motilal kanhaiyalal,1944,social drama
dr. kumar,Kishore Sharma,jr prasad sankatha nazma latika paresh bannerjee rajkumari khurshid shukla,1944,drama
draupadi,Baburao Patel,khan mohan sushila mazhar chandra patel rani,1944,unknown
gaali,R. S. Choudhury,raza sunalini nirmala mehndi prasad jilloobai kamta devi dewan karan manju kanhaiyalal yakub,1944,social drama
geet a.k.a. the song,S. U. Sunny,modak chandabai nirmala shahu amir ali zahid devi shakir,1944,social
ghar ki shobha,Harshadrai Sakerlal Mehta Ramesh Saigal,katju dixit jagdish dewan sethi fazlu karan yashodhra swarnalata,1944,family drama
insaan,Babubhai Jani,shobhana pahari sahu samarth kishore sanyal banerjee maya krishna chandra david nand dey,1944,social
irada,M. Shamsuddin,shaida purnima shyam laha pushpa bhattacharya patience cooper keoravi rani dhiraj,1944,social
ismat,Sibtain Fazli,jani bhudo pratima advani irshad nandrekar devi babu ghory mehtab nargis,1944,social
jadui kismat,A. M. Khan,nawaz anwaribai bano shanta shiraz sultan mehar patel baba,1944,action
jeevan,M. Sadiq,shyam nirmala prasad kumar misra devi wasti badri mehtab,1944,social
jwar bhata,Amiya Chakravarty,kapoor n shamim bano bikram mumtaz ali mridula kumar dilip khalil k rani agha singh,1944,drama
kadambari,Nandlal Jaswantlal,pahari harish apte shanta sanyal jagdish vanmala sethi jeevan,1944,costume
kaliyan,Kidar Sharma,ramola sulochana leela mishra chatterjee amarnath rajinder singh motilal desai,1944,social
kavita,"K. J. Parmar, Mahesh Chander",kanta kumari ratnamala prasad athavale jeevan badri umakant,1944,social
kiran,Gajanan Jagirdar,jagirdar deshpande rama shukal kishore kumar leela chitnis rajkumari nand shukla kanhaiyalal kusum ashok,1944,social
kismatwala,Nanubhai Vakil,kumtekar urmila prakash yagnik narmada himalayawala vatsala sardesai geeta navin shankar,1944,action
krishna bhakta bodana,JBH Wadia,kumari nayampalli meera b prasad gulab sheikh s ranjit rani premlata mukhtar badri gope,1944,devotional
lady doctor,Wali Saheb,mubarak mumtaz nandrekar sajjan ulhas bannerjee maya david shanti,1944,social
laheri badmash,Nari Ghadiali,husnara effendi bibijan mohammed sandow hussain putlibai mannan yusuf,1944,action
laheri cameraman,Nari Ghadiali,shantarin tuthi bibijan sadiq agha benjamin munchi nazira,1944,action
lal haveli,K.B. Lall,meena kumtekar kumari baby noor prasad ulhas bannerjee jehan maya vatsala badri surendra ghory kanhaiyalal yakub,1944,social family drama
lalkar,Jayant Desai,mubarak ishwarlal ramola bannerjee maya,1944,social
lieutenant,Nari Ghadiali,sharda bibijan putlibai benjamin shahzadi sandow nazira,1944,action
maa baap,V. M. Vyas,amirbai veena karnataki majeed dixit nazir jagdish rajkumari shukla yakub,1944,social family drama
maharathi karna,Bhalji Pendharkar,kapoor n nimbalkar vasantrao modak kamalakar shahu khote pehalwan prithviraj torne k singh durga swarnalata,1944,war adventure action drama
mali,V. Shantaram,amirbai karnataki nana palsikar mahipal,1944,devotional
man ki jeet,Wahid-ud-din Zia-ud-din Ahmed (W. Z. Ahmed),shyam prakash gulab rajkumari saroj nina borkar tiwari shukla,1944,social
manorama,Jayant Desai,mubarak charlie ishwarlal noor leela chitnis banerjee maya mohammad alaknanda jr naseem,1944,social
mauji jeevan,Poonawala,habib dalpat bibijan sulochana harishchandra chatterjee ghory devaskar nazira,1944,action
maya nagari,Dhirubhai Desai,prakash fazlu dave rajkumari samson yashwant shahzadi,1944,fantasy
meena,Phani Majumdar,shashi kapoor piya wadkar dixit hansa vasanti shakir ratan,1944,social
meri bahen a.k.a. my sister,Hemchandra Chunder,chakraborty chandrabati tandon sumitra nawab l k devi tulsi saigal jehan hiralal akhtar,1944,social family
miss devi,C. M. Trivedi,moni leela nazir chatterjee jagdish agha surendra desai,1944,social
mujrim,Nitin Bose,sunalini veena leela nazir jagdish devi cuckoo sethi s motilal desai yakub,1944,social
mumtaz mahal,Kidar Nath Sharma,mohan bano madhubala khursheed sulochana chatterjee rajinder chandra brijmala singh yakub,1944,historical romance
o panchhi,Zahur Raja,motibai arif mumtaz kalyani raja da radharani ghory zahur durrani,1944,social
pagli duniya,Aspi Irani,pratima mumtaz kesri sheikh devi mukhtar motilal kanhaiyalal shanti,1944,social
panchhi,Barkat Mehra,manorama raja radha ajmal hari ghulam qadir zahur shivdasani,1944,social
panna,Najam Naqvi,paranjpe deshpande geeta jairaj raja p nizami david kusum,1944,drama war
parakh,Sohrab Modi,nawaz shah pratima ali balwant latika sadiq devi kaushalya singh mehtab yakub,1944,social drama
parbat pe apna dera,V. Shantaram,kanta shantarin mohan kumari baby madan ulhas vanamala nalini kamal,1944,romance
paristan,Mahesh Kaul,kumari anwaribai pahari sunalini anjali moni bannerjee chatterjee sanyal padma devi zamindar ranjit kamal,1944,fantasy
pattharon ka saudagar,Shorey Daulatvi,meena n nisar bakar al prasad sankatha paresh jilloobai bannerjee k sheela abu singh shorey,1944,unknown
pehle aap,Abdul Rashid Kardar,anwar shamim chandabai dixit vidya wasti jeevan hussain,1944,unknown
police,Shanti Kumar,prem ranjana nawaz shah ratnamala adib jeevan,1944,social
qatil,K. L. Khan,shantarin dilawar fazlu baburao asharani prasad razi billimoria badri e mannan,1944,action
rajkumar,Phani Majumdar,anand nargis chetan,1944,unknown
ramshastri,"Vishram Bedekar, Gajanan Jagirdar",madhu jagirdar marathe master minakshi wadkar shakuntala anant shanta apte vithal pawar hansa lalita paranjpye gajanan,1944,biopic drama
rangile dost,Ramanlal Desai,khanjar rekha munshi ali sulochana bibijan chatterjee sadiq agha benjamin,1944,action
rattan,M. Sadiq,banu chandabai amir prasad gulab swarnlata rajkumari azurie dewan wasti badri karan manju shukla,1944,social romance
raunaq,Dwarka Khosla,mohan charlie chandraprabha noor mohammed chandra motilal,1944,social
sandhi,Apurba Kumar Mitra,biman devbala manorama choudhury ahindra ghosh mrinalkanti gupta bandyopadhyay jamuna devi ranjit hiralal roy bipin,1944,social
shahenshah babar,Wajahat Mirza,jan sulochana sheikh chatterjee anwari agha mukhtar khurshid yakub,1944,historical
shararat,Kishore Sahu,protima sushil sahu kishore gulab ramesh moni dasgupta bannerjee chatterjee maya gupta,1944,social
shukriya,Harnam Singh Rawail,shah manorama ramola amar sunder zahur,1944,social
stunt king,Keshav Talpade,kamala cawas shroff dalpat jan boman nazir putlibai agha s john khurshid jr,1944,action
subah shyam,P.C. Barua,chakraborty devbala munir c sinha barua ramesh p jamuna mukherjee ravikant tulsi indu,1944,social drama
suno sunata hoon,Raj Kumar,n chandabai c musharraf a ulhas k ansari vanmala dey mirza,1944,social
swarna bhoomi,Bhalji Pendharkar,sudha apte nandrekar leela chandrakant ashalata kashmiri desai swarnalata,1944,social
taqrar,Hemen Gupta,molina devbala tandon chakrabarty nawab jamuna tulsi iftekhar motilal,1944,social family
taxi driver,S. M. Raza,arvind dilawar rekha baburao sulochana pawar kumar chatterjee shobha agha nazira,1944,action
umang,K. M. Multani,sunalini harish sheikh prabha billimoria tara chandra devi sardesai geeta e motilal,1944,social
uss paar,Chimanlal Luhar,mohan charlie ishwarlal noor sulochana mohammed chatterjee chandra kanhaiyalal swarnalata,1944,drama
aarti,Ramchandra Thakur,wadkar harish sheikh hansa ansari vanmala mukhtar surendra kanhaiyalal,1945,social
adhar,Pannalal Ghosh,shakir dalpat pawar a kokila mehar leela r sultana umakant pehalwan,1945,social
albeli,R. C. Talwar,manorama ramola satish rooplekha usha sunder hiralal,1945,social
alladin,Nanubhai Vakil,n nawaz prakash rekha pawar shanta a ansari patel rafiqe,1945,costume fantasy
amiree,P. C. Barua,sailen molina ramola c ahindra choudhury barua choudhry banerji p jamuna maya,1945,social
amrapali,Nandlal Jaswantlal,prem sabita arun adib prasad gulab sankatha kumar jagdish devi sethi jeevan badri,1945,costume drama
bachpan,Homi Wadia,shashi khan kapoor chandraprabha shakuntala mazhar gulab nandrekar dixit dalpat,1945,social family drama
badi maa,Master Vinayak,ishwarlal noor meenakshi mangeshkar leela lata devi sitara jehan girish mishra,1945,drama family war
ban phool,Niren Lahiri,choudhury ahindra mitra mukherjee devi kanan debi krishnakant hiralal kamal,1945,social
begum,Sushil Majumdar,kapoor sharda h bikram ashok kumar v banu desai naseem,1945,social
bhai jaan,S. Khalil,meena nawaz shah noor nazir ansari dewan jehan karan kashmiri khatoon anees,1945,family drama
bisvi sadi,M. Bhavnani,khan bhudo advani mazhar ashalata navin motilal gope nargis,1945,social
champa,Barkat Mehra,asha shah shivdasani manorama salma majnu hari zahur posley,1945,social
chand chakori,Kidar Sharma,surendra maruti shanti mumtaz,1945,social
chand tara,Mahesh Chandra,pesi charlie noor mohammed indira jagdish patel sethi kesari ghory swarnalata,1945,social
chhamia,Protima Dasgupta,protima arif gulab dixit dasgupta begum azurie david para,1945,social
devdasi,C. S. Bose,kapoor arvind c bikram prithviraj k sen monica dey desai,1945,social
dhamki,Ravindra Dave,ragini smriti prakash nasir al biswas kalavati om,1945,social
dhanna bhagat,Kidar Sharma,n kamla pesi kumari baby madhubala dave shanta chatterjee rajinder patel zamindar yashwant singh kabir kamal,1945,devotional biopic
dharm,Ramnik Desai,jamshedji pande madhuri leela billimoria maya devi e rattanbai,1945,social
din raat,Roop K. Shorey,paranjpe vasant thengdi sulochana raja paresh bannerjee chatterjee snehprabha,1945,social
ek din ka sultan,Sohrab Modi,pratima bano amir mohammed sohrab modi devi ghulam wasti mehtab,1945,historical drama
ghazal,Zahur Raja,charlie noor gulab raja chitnis leela mohammed radharani zahur,1945,social
gaon ki gori a.k.a. village girl,K. Amarnath,khan marathe noor ahmed khote anant a nazir nizami m geeta jehan durga,1945,unknown
ghar,V. M. Vyas,khan musharaf molina nawab dulari kalyani jamuna iftekhar w m mirza yakub,1945,family drama
ghulami,Mohan Wadhwani,bharat parvez masood avtar nawab vyas renuka parkash devi david tiwari ram,1945,social
hamara sansar,Shanti Kumar,ranjana athavale jeevan sumati umakant madhusudan gupte,1945,social
hamrahi,Bimal Roy,chakraborty devbala manorama radhamohan sinha bhattacharya ramesh maya tulsi binata hiralal basu,1945,social
humayun,Mehboob Khan,nawaz n mohan shah veena kumar k himalayawala chandra singh nargis ashok,1945,historical drama
ji haan,Babubhai Mistry,meera gulab shanta nazir agha patel s,1945,action
kaise kahoon,Moti B. Gidwani,jagirdar ragini najmal pran mota hussain durga,1945,social drama
khiladi,A. H. Essa,rajkumari billimoria agha e gope,1945,action
kul kalank,Nanubhai Vakil,khan masood pratima dulari shanta hublikar majid devi m w shahzadi,1945,social
kurukshetra,Rameshwar Sinha,biman nawab l mohammed bannerjee k agha saigal radharani kashmiri shanti,1945,mythology
laila majnu,Nazir,anita khan n ismail ahmed nazir k singh gope swarnalata,1945,costume legend drama
lakharani,Vishram Bedekar,urmila gouri ramsingh khote azurie dutt singh monica ram sapru guru desai durga,1945,costume drama
mai kya karun,Sudhir Sen,kapoor nawaz suraiya shah wadkar pahari bikram hansa billimoria sanyal e,1945,social
mazdoor,Nitin Bose,motibai khan n nasir puri l nazir k radhakrishan indumati s veera singh,1945,social drama
meghdoot,Debaki Bose,nimbalkar deshpande modak shahu leela kusum wasti hari agha m desai shivdasani gupte,1945,costume drama
moorti,Chaturbhuj Doshi,khursheed dave bannerjee padma zamindar yashwant motilal,1945,social
nasib,Vedi,padmini sunetra kumar leela najma jilloobai david krishnakant ghory mishra pramila,1945,social
nal damyanti,Kumarsen Samarth,kapoor samarth shobhana prithviraj,1945,mythology
neelam,Essa,meena kanhaiyalal atish khursheed harish kalyani katju sayani yashodhara sadhana bose,1945,social
pannadai,Ram Daryani,mohan mubarak master kale vinay khote gulab vithal esmail leela azurie chandra meenaxi m mishra gope durga,1945,social
parinde,P. K. Atre,sunalini baburao dixit vanmala devi jairam sitara pendharkar surendra desai,1945,unknown
pehli nazar,Mazhar Khan,bhudo munawwar advani baburao veena nemo bibbo cuckoo sultana pendharkar motilal balakram,1945,drama romantic
phool,K. Asif,kapoor khan suraiya mazhar veena khote jilloobai prithviraj dixit esmail agha devi ashraf sitara m durga yakub,1945,drama family romantic
piya milan,S. M. Yusuf,khan nirmala musharraf leela najma mirza devi w m motilal mishra,1945,social
prabhu ka ghar,Wajahat Mirza,kapoor prakash khursheed sulochana gupta nagendra chatterjee trilok bipin,1945,devotional
pratima,P. Jairaj,nawaz shah mumtaz ali kumar dilip jyoti p mukri f peethawala swarnalata,1945,social
